,rows,list
47,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '3224228', 'estabelecimento_cnes': 'RENAL CARE', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010080', 'procedimento': 'Implante de Cateter Tipo Tenckhoff ou Similar p/ Dpa/dpac', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
48,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
49,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
50,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
51,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
52,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
53,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
54,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
55,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0011304', 'estabelecimento_cnes': 'NEPHRON', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
56,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '5479878', 'estabelecimento_cnes': 'SEANE SERVICO DE ASSISTENCIA CLIN', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010048', 'procedimento': 'Implante de Cateter de Longa Permanência p/ Hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
57,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
58,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
59,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010502', 'estabelecimento_cnes': 'HRS', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
60,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '2779056', 'estabelecimento_cnes': 'IDR', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
61,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '2779420', 'estabelecimento_cnes': 'SOCLIMED', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
62,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '2779420', 'estabelecimento_cnes': 'SOCLIMED', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
63,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010502', 'estabelecimento_cnes': 'HRS', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
64,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010502', 'estabelecimento_cnes': 'HRS', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 2, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
65,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
66,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
67,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
68,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 0, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
69,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
70,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010048', 'procedimento': 'Implante de Cateter de Longa Permanência p/ Hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
71,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
72,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
73,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0011304', 'estabelecimento_cnes': 'NEPHRON', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
74,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
75,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
76,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
77,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '3224228', 'estabelecimento_cnes': 'RENAL CARE', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010080', 'procedimento': 'Implante de Cateter Tipo Tenckhoff ou Similar p/ Dpa/dpac', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
78,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '3224228', 'estabelecimento_cnes': 'RENAL CARE', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010080', 'procedimento': 'Implante de Cateter Tipo Tenckhoff ou Similar p/ Dpa/dpac', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
79,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010080', 'procedimento': 'Implante de Cateter Tipo Tenckhoff ou Similar p/ Dpa/dpac', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
80,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
81,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
82,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010499', 'estabelecimento_cnes': 'HRT HOSPITAL REGIONAL DE TAGUATINGA', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010064', 'procedimento': 'Implante de Cateter Duplo Lumen p/hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
83,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0405', 'subgrupo': 'Sub Grupo: 05 - Cirurgia do aparelho da visão', 'cod_procedimento': '0405050372', 'procedimento': 'Facoemulsificacão c/ Implante de Lente Intra-ocular Dobravel', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '040505'}"
84,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '3224228', 'estabelecimento_cnes': 'RENAL CARE', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010080', 'procedimento': 'Implante de Cateter Tipo Tenckhoff ou Similar p/ Dpa/dpac', 'quantidade': 1, 'cod_carater_atendimento': '01', 'carater_atendimento': 'Eletivo', 'cod_form_organização': '041801'}"
85,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418020019', 'procedimento': 'Intervencão em Fistula Arterio-venosa', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041802'}"
86,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010048', 'procedimento': 'Implante de Cateter de Longa Permanência p/ Hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041801'}"
87,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418010048', 'procedimento': 'Implante de Cateter de Longa Permanência p/ Hemodialise', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041801'}"
88,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418020019', 'procedimento': 'Intervencão em Fistula Arterio-venosa', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041802'}"
89,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418020019', 'procedimento': 'Intervencão em Fistula Arterio-venosa', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041802'}"
90,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418020019', 'procedimento': 'Intervencão em Fistula Arterio-venosa', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041802'}"
91,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418020019', 'procedimento': 'Intervencão em Fistula Arterio-venosa', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041802'}"
92,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418020019', 'procedimento': 'Intervencão em Fistula Arterio-venosa', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041802'}"
93,300,"{'ano_mes': 201801, 'cod_estabelecimento_cnes': '0010456', 'estabelecimento_cnes': 'INSTITUTO HOSPITAL DE BASE DO DISTRITO FEDERAL', 'complexidade': 'Alta complexidade', 'cod_grupo': '04', 'grupo': '04 - Procedimentos Cirúrgicos', 'cod_subgrupo': '0418', 'subgrupo': 'Sub Grupo: 18 - Cirurgia em nefrologia', 'cod_procedimento': '0418020019', 'procedimento': 'Intervencão em Fistula Arterio-venosa', 'quantidade': 1, 'cod_carater_atendimento': '02', 'carater_atendimento': 'Urgência', 'cod_form_organização': '041802'}"
